Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
North America,2009,100,100,13164.35199,41.27223436,13.48737409,20.82697378,19.26677107,1.277366902,3.509152875,1.67619E+11,7129.923196,83.17238742,-2.626925676,46581.28354,8900000,18113064,340466060,19809076000,8.940121604,6841003.294,5677824.3,72.98041534,135.6134045,63.37657505,-8.012880666,3.13482E+12,19.81695147,1.119005722,274499918,2.733996787,1.147357159,2.209088957
North America,2010,100,100,13580.59419,41.81033136,12.37163297,21.57071839,18.74223279,1.127168315,3.988195134,1.97809E+11,7223.540273,83.21454517,2.736402507,48552.94241,8900000,18113064,343397156,18058483400,8.889854259,7127917.81,5929200.9,72.98041534400002,134.8810664,64.50821807,2.769717539,3.33262E+12,19.45598351,1.070114345,277437381,2.646097961,1.763194815,2.316060975
North America,2011,100,100,13483.99377,39.28977433,14.04783248,22.2966102,18.43035884,0.929057317,4.596843632,2.28215E+11,7117.469938,82.71849533,1.673220819,50289.0244,8900000,18113064,345987373,23977626000,9.789689255,6945286.845,5722961.1,72.98041534,131.6879158,62.51544184,0.969911501,3.51457E+12,19.53739295,0.96711445,280120518,2.66352942,1.733266829,2.79535457
North America,2012,100,100,13200.44502,34.78870855,13.41858393,27.08446059,18.25140486,0.814762304,5.227776331,2.5664E+11,6957.807503,82.4412671,2.236164023,51881.17089,8900000,18113064,348656682,26040458000,10.16870901,6727031.125,5502344.6,72.98041534,126.8886847,62.68793144,1.684031139,3.60199E+12,19.57520513,0.972716679,282845297,2.588882704,1.657174474,2.430956722
North America,2013,100,100,13278.45725,35.88207013,13.37516973,24.70058197,18.68072006,0.900726561,6.061424272,3.00283E+11,6989.336549,81.8593566,1.879791747,53234.1501,8900000,18113064,351207902,17060764000,10.51008283,6880078.414,5647839.6,72.98041534400002,126.0238223,61.48337866,2.408661434,3.73269E+12,19.7556261,0.93794029,285498217,2.611295388,1.899919458,2.392517785
North America,2014,100,100,13253.82147,35.65618997,12.90770814,24.56462082,18.80727341,0.965698292,6.719698222,3.35234E+11,7054.546992,81.97940165,2.332052952,54714.47093,8900000,18113064,353888902,9913946000,10.64276367,6934818.335,5668969.1,72.98041534,125.2440903,61.18650908,2.481788504,3.88318E+12,19.75899145,0.973466325,288277446,2.626728622,1.632132034,2.337613807
North America,2015,100,100,10477.83941,30.92854745,12.71017783,28.97212778,18.80755131,0.945479756,7.233377928,3.59458E+11,6886.867395,81.50228693,2.541510234,55452.42138,8900000,18113064,356507139,17060764000,10.45552255,6820857.198,5549450.9,72.98041534,120.1287518,60.84615498,2.005283151,3.76435E+12,19.59480291,0.954067354,291027807,2.69546185,2.889735414,1.952029849
North America,2016,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,1.61424654,56312.43488,80200000,18113064,359245796,16465784000,10.81338081,6712420.937,5451373.3,62.31840134,226.87734496000002,55.24210523199999,0.403668487,3.72933E+12,19.47523929,0.985046766,293894567,2.761443888,2.513675335,1.816689133
North America,2017,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.304819564,58423.88588,80200000,18113064,361731237,7964176000,11.35193528,6673447.87,5387541,62.31840134,226.877345,55.24210523199999,3.220620856,3.98741E+12,19.43849921,0.914467738,296582138,2.801266597,1.920590511,2.307017694
North America,2018,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.930989761,61174.69147,80200000,18113064,363967201,13511710000,11.46307413,6896878.326,5554874.3,62.31840134,226.87734496000002,55.24210523199999,3.138508403,4.25071E+12,19.56950739,0.843228462,299083003,2.89750925,1.156108057,-0.305380454
North America,2019,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.261827456,63203.37389,80200000,18113064,365995094,9012276000,11.78375194,6766643.612,5383712.2,62.31840134,226.877345,55.24210523199999,2.088697316,4.32885E+12,19.57818027,0.787987942,301439741,3.046473621,1.577592609,0.824813813
North America,2020,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.57133214,-2.949960689,61461.12113,80200000,18113064,369582571,12486400000,12.59905123,6182890.113,4837406.2,62.31840134,226.877345,55.24210523199999,-3.795228986,4.08383E+12,19.40173621,1.215577279,305103974,3.322097014,0.744989537,1.465345407
OECD members,2000,97.29829403,99.6369827,7722.03663,38.45384892,14.03429345,15.80188662,22.95771177,6.046885857,1.822466597,1.79213E+11,4448.994111,82.31077171,4.075752967,23026.17644,8900000,35510645.74,1200179492,44347178200,7.854778481,15783600.03,12872950.41,65.05701446599998,124.4668406,60.30262141,4.404167444,7.18695E+12,26.6908965,1.04531648,907363550,2.254396109,4.75650514,4.555700122
OECD members,2001,97.39870349,99.66255486,7627.526888,37.87412574,13.1744972,16.71543329,23.56530568,5.996216489,1.886200473,1.8336E+11,4404.228751,82.57116384,1.391815179,22637.75921,8900000,35510394.52,1209244377,36486823400,7.480987962,15772525.69,12887398.69,65.05701446600001,122.4969025,60.58577552,-1.167439191,6.82959E+12,26.27762426,1.220608432,918438906,2.287689503,2.547975782,2.737170084
OECD members,2002,97.47614773,99.60239853,7742.68145,37.67273467,13.28716948,17.47277013,22.94450962,5.674440556,2.090426605,2.09155E+11,4400.122779,82.54052143,1.54589535,23443.12542,8900000,35510923.3,1218395986,37597917600,7.590761314,15662002.77,12793963.87,65.05701446600001,121.3752599,60.81994536,0.408216523,6.93212E+12,25.92319248,1.291480786,930300368,2.231915999,2.069603119,2.100260105
OECD members,2003,97.56015615,99.57682793,7802.429375,38.27713984,12.91496427,17.68759006,22.17383103,5.888748939,2.25985418,2.28704E+11,4425.425239,82.76916034,2.04064078,26031.06912,8900000,35511312.08,1227425785,31550367400,7.86628124,15814076.48,13019027.51,65.05701446599998,120.4941795,61.85347883,2.052322557,7.72248E+12,25.60978433,1.247562873,941906450,2.224565309,1.631774852,2.052346758
OECD members,2004,97.62635516,99.66450394,7905.917965,37.3302478,12.94503333,18.47742587,22.54872162,5.332750699,2.527671988,2.6221E+11,4476.102468,82.38486465,3.269874992,28769.03534,8900000,35511030.85,1236496893,41330061000,8.056642975,15992226.4,13147276.19,65.05701446599998,118.7857311,61.14042437,3.872835589,8.64588E+12,25.43118265,1.222578421,953421995,2.175463474,2.016338915,2.989477625
OECD members,2005,97.67816921,99.74050462,8036.960685,37.24787236,12.69997523,19.00649544,22.23679086,5.103988014,2.804113408,2.97846E+11,4471.186692,82.14809475,2.821436003,30197.46232,8900000,35510909.63,1245447053,61730707400,8.275874911,15996000.83,13191407.65,65.05701446599998,116.1670729,61.35835582,2.000108497,9.17783E+12,25.28160499,1.186366799,964733077,2.188696494,3.157260673,3.354755683
OECD members,2006,97.72317633,99.73848766,8041.423128,36.89056533,12.83104666,20.1894347,22.14926383,4.032219171,3.104552011,3.32159E+11,4444.190558,81.84983695,3.000802158,31621.8984,8900000,35510288.41,1254649810,53154523000,8.734060182,15975643.14,13123629.65,65.05701446599998,112.7377642,61.1122192,3.83078513,9.76676E+12,25.26845505,1.165312797,975975235,2.212522241,4.062350808,4.717987187
OECD members,2007,97.76114566,99.62771197,8120.182697,36.60735827,12.28884203,21.58945981,21.00660304,4.018955698,3.491944407,3.80362E+11,4431.646736,82.06535962,2.600360136,34358.31768,8900000,35510387.18,1264209610,28000416000,8.985978132,16165363.88,13289682.97,65.05701446599998,110.2607211,62.21577378,2.453947892,1.06319E+13,25.20822226,1.165656934,987351758,2.215390914,5.372599031,6.488459719
OECD members,2008,97.80736882,99.7451794,8079.373635,35.7985672,12.76601616,22.10521172,21.00172707,3.53203838,3.961261964,4.32051E+11,4344.599554,81.5527841,0.396310033,36207.29171,8900000,35495387.78,1273851101,23666256000,9.520748285,15769387.59,12953044.13,65.05701446599998,108.4088207,61.4358173,-1.867004922,1.11582E+13,24.75167162,1.152327922,998729288,2.296773855,3.548070334,4.75453745
OECD members,2009,97.81882317,99.69207241,7712.477666,34.10119161,13.11202687,22.98289694,21.42397517,3.051689153,4.643521723,4.88327E+11,4127.908615,80.78008996,-3.371525609,33636.41774,8900000,35496276.78,1282681964,42706043000,10.13092543,14978619.53,12195813.5,65.05701446599998,107.4254854,60.1357777,-9.153961254,9.75545E+12,23.49119504,1.06978569,1009413551,2.374792319,1.762613403,2.328693916
OECD members,2010,97.84166588,99.81108132,8021.339297,33.92681071,12.79028359,23.63221598,20.84184678,2.695020462,5.301431898,5.82081E+11,4237.927359,80.61930747,2.986061025,35054.67666,8900000,35497717.59,1291001492,33043448000,10.37179041,15501016.87,12694352.82,65.05701446600001,107.6668069,60.25404715,5.157255841,1.04483E+13,23.14527852,1.015241374,1019661535,2.337717077,2.245366289,2.89790119
OECD members,2011,97.85667627,99.78780311,7937.030034,33.015414,13.24426504,24.44287407,19.09602253,2.833301979,6.259818124,6.84121E+11,4138.993764,80.99242273,1.868776828,37512.90555,8900000,35497492.79,1297544164,23666256000,10.87178383,15388057.48,12466751.55,65.05701446599998,103.5322985,60.29159005,1.169875173,1.12774E+13,23.10851762,0.794379774,1027761520,2.365263282,2.778274787,3.522503259
OECD members,2012,97.85989102,99.81510329,7866.476857,31.83337323,13.26659556,25.49689436,17.87694825,3.145192295,7.208688441,7.86955E+11,4086.310823,81.03145233,1.386650904,37241.00047,8900000,35497911.89,1305615104,29316078000,11.45366432,15217875.11,12291173.7,65.05701446599998,101.4696576,60.47545988,0.469657847,1.11639E+13,22.88328143,0.871693659,1036720452,2.376989524,2.185993936,2.538093049
OECD members,2013,97.87221704,99.83853339,7843.193031,32.26406025,13.47565687,24.29203116,17.95331606,2.688266089,8.227153485,8.99257E+11,4078.598114,80.52744996,1.51835929,37494.45991,8900000,35499286.75,1314072465,29316078000,11.94662664,15202046.15,12351197.8,65.05701446600001,100.3592689,59.2443575,1.290103638,1.12044E+13,22.78336599,0.892260877,1045970703,2.368497015,2.359042079,2.956216031
OECD members,2014,97.89123613,99.84547464,7755.532021,31.79119092,13.38503416,24.28406253,18.16808654,2.322629468,9.151917225,9.97726E+11,4023.808687,80.16115894,2.093055498,38003.57307,8900000,35499972.59,1323005691,23666256000,12.19934981,15041945.47,12116786.2,65.05701446600001,97.58609575,58.39788292,2.384092026,1.14117E+13,22.8624593,0.921684037,1055611248,2.405512821,1.910808613,2.204938609
OECD members,2015,97.91667623,99.83963296,8808.211753200001,29.44346691,13.10457851,26.15999074,18.03311468,2.165692571,10.23138494,1.11957E+12,4132.671247,79.67629802,2.433268269,35600.83187,8900000,35499446.23,1331743060,28526518000,12.29298109,14977539.92,12052715.4,65.05701446600001,95.74007764,57.76915022,2.545418797,1.05394E+13,22.7650705,0.907109508,1065186798,2.432422288,3.538004229,3.353124391
OECD members,2016,97.93726063,99.89598629,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.828506433,36050.90523,80200000,35509557.06,1340532342,22140748000,12.47517887,14881448.2,11985558.6,65.05701446599998,166.49814221999998,51.892806384000004,1.279995435,1.05994E+13,22.65728284,0.910771239,1074888213,2.48036953,3.878228871,3.332638271
OECD members,2017,97.96948862,99.94065484,647.6394621,2.441194611,35.91940796,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,2.494858907,37405.83054,80200000,35508833.78,1348646085,23666256000,12.86276708,14919931.83,11958269.6,65.05701446599998,166.49814221999998,51.892806384000004,3.114186581,1.12125E+13,22.66194962,0.861211695,1084145276,2.510168187,2.669978375,3.096172891
OECD members,2018,97.97571486,99.89866513,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,2.358173225,39352.52144,80200000,35509442.21,1356241793,23666256000,13.26571828,14989264.68,11984150.1,65.05701446599998,166.49814221999998,51.892806384000004,2.484338374,1.19171E+13,22.70866916,0.823114042,1093069028,2.593475957,0.317975435,0.512200072
OECD members,2019,97.99680553,99.94174298,647.6394621,2.441194611,35.91940796,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.730625039,39531.34357,80200000,35509392.22,1362922537,23666256000,13.77842841,14621689.91,11605058.24,65.05701446599998,166.49814221999998,51.892806384000004,0.862493989,1.18442E+13,22.51379136,0.760343381,1101380106,2.666277927,1.893163628,1.905671454
OECD members,2020,98.00855157,99.93411109,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,-4.213419536,38341.32076,80200000,35508595.8,1370222158,23666256000,14.90352388,13513728.26,10570775.72,65.05701446599998,166.49814221999998,51.892806384000004,-4.32983744,1.13344E+13,22.46788347,0.80290319,1110223122,2.955642549,0.867730444,1.190965852
Other small states,2000,46.32179109,56.54697825,3794.1845445400004,2.724089445,14.30808146,43.54575992,0,10.83685097,2.932363274,1774000000,1394.3935143200001,69.09562531,0.7450559905999998,4277.582289,233236000,2018881,21437978,233236000,31.33150526,175477.3288,98878.82339,78.75678253,79.29134074,57.10670034,-2.82711894,13837109923,21.11610985,3.007755259,10743131,0.35386,5.107110076,1.544569223
Other small states,2001,46.95302075,57.08457899,4032.437833,2.77732996,13.8866498,44.52144088,0,10.62499415,3.091744673,1947000000,1615.572832,77.56184169,4.112963385,4181.184709,233236000,2018881,21823886,233236000,30.76266502,181914.7713,101714.4382,79.45290375,71.3407241,57.92376499,2.644761803,13837109923,21.23989473,2.921550524,11056997,0.35386,4.51184491,2.033953821
