Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
East Asia & Pacific,2001,42.07571002,92.5537082,1726.042797,50.52603453,12.44253348,13.84636026,12.84014319,8.130651202,1.085463647,40996000000,1230.403611,79.84971035,3.302723684,3769.110169,8900000,24447298.94,2066530023,3178030000,21.76682931,8934533.261,6419834.11,90.7085495,161.8755146,72.50304599,1.476721466,2.58838E+12,21.82395393,3.312673215,876880694,2.28046207,1.639369797,1.391077516
East Asia & Pacific,2002,43.21091071,92.99923336,1824.698438,51.92463754,11.79830939,14.20069421,11.86994394,7.857120259,1.052780001,42473000000,1274.554259,80.57916429,4.378792516,3796.538934,8900000,24446814.17,2083969920,3126170000,21.1682647,9293707.338,6763372.54,91.08538055,161.2686524,73.98245201,4.513553136,2.61754E+12,21.20616466,3.418428893,906856237,2.246577197,1.429616252,0.956062073
East Asia & Pacific,2003,44.44453243,93.21624938,1947.118721,54.78212738,11.23139635,14.00235834,10.43989754,7.34078072,1.031568152,44654000000,1362.546497,82.02433639,4.948878154,4141.299245,8900000,24453602.76,2100610344,7455890000,19.81447969,9963025.878,7452441.4,91.46929169,164.8003017,76.12526644,6.820360887,2.90183E+12,21.30207939,3.309052171,936864583,2.329190173,1.458403226,1.071701529
East Asia & Pacific,2004,45.74970658,93.9549637,2112.313205,55.16749598,11.82807398,13.43384409,10.64145516,6.748384303,1.012397243,47865000000,1475.585559,82.81005273,5.868078032,4609.602569,8900000,24453263.52,2116651449,1060690000,17.9475882,10874102.81,8227512.79,91.79637146,169.3102108,75.34972437,7.013960661,3.28523E+12,21.9775624,3.219033204,967022565,2.31492154,2.039047279,1.333444725
East Asia & Pacific,2005,47.20387147,93.6177967,2258.802238,56.98095923,11.42532157,12.59709515,10.67267967,5.962871836,1.095833279,55917000000,1549.834582,83.25583853,5.900077667,4881.332927,8900000,24455999.89,2132517760,6229120000,16.45215009,11650944.22,8976141.83,92.17146301,168.3791424,75.54092622,7.019321935,3.56395E+12,22.92939548,3.137695448,997364788,2.396890961,1.818539864,0.967746529
East Asia & Pacific,2006,48.9190795,94.66343285,2431.936379,58.77960505,11.59700361,12.67352856,9.895930246,4.869650027,1.132836546,62605000000,1627.605855,83.9015836,6.453843703,5134.809962,8900000,24459118.09,2148405823,3678280000,15.97016885,12411962.03,9611423.1,92.51869202,166.4914928,76.32278364,7.647045982,3.85785E+12,23.87034655,3.011244969,1027397885,2.397483234,2.616282763,1.879514337
East Asia & Pacific,2007,50.9854991,94.6552616,2642.571249,60.55239656,11.25011262,12.81359418,8.43157241,4.423713066,1.179190087,71247000000,1702.231296,84.74013956,7.468614906,5695.51483,8900000,24458972.09,2164155292,2729330000,15.06433808,13126350.84,10269588.53,93.5821991,162.4970438,77.7897038,8.639638597,4.36458E+12,24.88132162,2.917907895,1057376409,2.348980795,3.217071371,2.23319821
East Asia & Pacific,2008,53.02051925,95.22038911,2696.30009,59.97198041,12.6132086,12.76872805,8.345255131,3.758646995,1.449958433,90054000000,1725.584627,84.54008587,4.386753402,6518.999914,8900000,24459077.09,2179914111,6991870000,14.76340902,13331382.98,10453538.8,93.84104156,157.9137953,76.49935546,4.822210983,5.06062E+12,25.0588583,2.871772884,1087741858,2.352111194,2.728002706,2.295369722
East Asia & Pacific,2009,55.43386334,94.99856351,2791.099853,60.68459662,12.65150394,13.02218349,8.338063186,2.796657516,1.729384315,1.1184E+11,1777.765797,84.54991929,2.559953874,6661.461523,8900000,24459107.63,2195169711,4641600000,14.29505374,13881681.4,10916830.29,94.15556335,158.701415,76.50343763,0.965867873,5.13054E+12,25.28251567,2.778871455,1117968806,2.24867208,1.968238468,1.766967704
East Asia & Pacific,2010,57.73984929,95.55725361,3071.401524,60.10899989,12.91312626,13.43909975,7.726835695,2.651802838,2.16590898,1.54825E+11,1920.142698,85.1620154,7.609693151,7721.625263,8900000,24459569.12,2210203758,11547181000,13.41616933,14901084.51,11863420.2,94.17209625,159.8890847,76.19990247,11.11064249,6.12175E+12,25.83767309,2.712271294,1148291153,2.398584394,2.915466746,2.127747143
East Asia & Pacific,2011,60.26482027,96.0327965,3268.766767,62.53967721,12.04533073,13.50475713,5.032888023,2.981870121,2.500284382,1.91239E+11,1977.308953,86.59731781,5.465582296,8890.748424,8900000,24459540.85,2225992094,8235670000,12.76475669,16034977.95,12805112.1,93.97158813,156.8037062,79.02630446,5.818027227,7.10365E+12,26.35786221,2.514032693,1177159568,2.329267789,2.835816109,1.939859947
East Asia & Pacific,2012,62.747789,96.25355997,3381.784565,61.5703685,13.8040298,13.56667432,3.814975944,2.881449641,2.891737262,2.30493E+11,2015.060211,86.74263228,5.18015001,9435.97324,8900000,24459695.85,2243776727,16845750000,12.82258597,16417633.94,13143266.3,94.20420837,152.5699961,78.01849247,5.775913299,7.56547E+12,26.92508702,2.50209766,1206613250,2.483715723,2.44258733,1.831832711
East Asia & Pacific,2013,65.09802099,96.48470082,3567.221542,62.01227527,13.66646542,13.48817407,3.557551171,2.315119466,3.631514575,3.07604E+11,2054.578318,86.72373005,5.242633002,9468.444029,8900000,24459294.68,2261274500,9993320000,12.80499758,16851711,13591102.73,94.30593872,148.6886032,77.8155688,5.611500291,7.68981E+12,26.83165682,2.443543033,1236097364,2.277598037,2.763819127,2.076236401
East Asia & Pacific,2014,67.57111031,96.6504141,3661.130009,60.43218529,14.95630514,13.63664426,3.784423601,1.940594455,4.20201525,3.67895E+11,2124.827895,86.396153,4.758307435,9694.447645,8900000,24459664.22,2278232287,11224420000,13.19145902,16983467.8,13640572.8,94.79815674,144.4712527,76.009424,5.670550471,7.96533E+12,26.84573447,2.38762729,1265610762,2.475012423,2.861119365,2.544626063
East Asia & Pacific,2015,69.90480879,96.96405239,4310.017817,59.36705773,15.22208306,13.51841379,1.945801147,1.680770787,4.97273449,4.45187E+11,801.2295449,87.88536415,4.715117979,9586.891992,8900000,24459693.8,2294507020,12615915000,12.95032159,16877063.55,13510201.2,95.01451874,68.96637461,74.56624231,4.561009874,7.78405E+12,26.51183123,2.32123121,1294988514,2.32393802,2.809110481,2.342699083
East Asia & Pacific,2016,72.22880277,97.0427749,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.670281015,9855.059823,51820000,24469160.9,2310721864,14717371000,13.32258671,16879724.88,13550289.3,95.17617035,166.49814221999998,51.892806384000004,4.535789523,7.87432E+12,26.3262705,2.283281487,1324556747,2.339505873,2.326017657,2.506296779
East Asia & Pacific,2017,74.36879234,97.70246775,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,5.052037227,10452.73707,51820000,24469121.2,2327134580,20020140000,13.6095556,17293234.99,13869889,95.36701202,166.49814221999998,51.892806384000004,5.039392378,8.52208E+12,25.94172797,2.247678181,1354328520,2.317090328,2.309070729,2.319180603
East Asia & Pacific,2018,76.43266,97.66624191,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.75995563,11311.76908,51820000,24469110.9,2341387076,9646910000,13.82909634,17913034.36,14437176.3,95.43128967,166.49814221999998,51.892806384000004,4.756171783,9.31837E+12,25.69976283,2.09488271,1382700114,2.355806794,2.266419608,1.867629278
East Asia & Pacific,2019,78.15915409,97.87211754,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,3.961600412,11480.70382,51820000,24469195.9,2353862257,5582130000,14.25982777,18174628.49,14703257.4,95.86206055,166.49814221999998,51.892806384000004,3.192954632,9.32456E+12,25.62159365,1.956390234,1409751124,2.392705247,1.970742329,2.160200799
East Asia & Pacific,2020,79.93373932,97.79571431,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,-0.118957465,11482.8805,51820000,24469416.7,2363941755,3939500000,14.73570845,18193344.27,14708135.6,96.01457977,166.49814221999998,51.892806384000004,0.465385372,9.29491E+12,25.80869515,1.782698277,1434882733,2.633714987,2.174721605,1.907334526
East Asia & Pacific (excluding high income),2000,34.51442147,91.1905793,873.9161931,66.89810575,16.26763426,8.800881743,0.972870375,5.52002361,1.173408273,20187000000,842.4228798,76.68428394,7.635911394,954.4402678,3476300000,15975027.74,1817006555,2312300000,31.67370921,6156895.389,4141518.42,90.53939819,206.5036865,81.2190111,8.603914776,7.58617E+11,20.91294837,3.59332733,664817785,0.728595041,2.776674458,0.346918797
East Asia & Pacific (excluding high income),2001,35.69101752,91.68993591,939.2803932,65.78208981,18.20485073,8.688461048,0.935011896,4.935569893,1.086940626,20311000000,864.6398593,77.14802927,6.984843601,1007.04169,4439230000,15975051.94,1834101877,3178030000,30.44568891,6388044.448,4366771.71,90.98306274,201.0191503,79.40612076,6.95184937,8.08845E+11,20.94710255,3.781463819,689957629,0.797672538,2.837359227,0.589996999
East Asia & Pacific (excluding high income),2002,36.97898927,92.19072248,1029.033474,67.20337739,16.87529353,8.551310935,1.216112233,4.787495119,0.999334795,20648000000,910.9053668,78.2122792,8.059859433,1104.502936,3461330000,15974511.17,1850472928,3126170000,29.27644495,6716242.159,4664764.44,91.3553772,198.804587,80.54218345,8.634782581,8.90793E+11,20.3311341,3.866874701,716637426,0.909482875,3.105020407,0.425138154
East Asia & Pacific (excluding high income),2003,38.37656613,92.43659097,1167.315788,69.51043662,14.70346363,8.40036965,1.842769256,4.285877719,0.890007126,20933000000,1008.362042,80.1321257,8.942118149,1238.476501,9760150000,15981277.76,1866240858,7455890000,26.60826653,7450126.684,5344565,91.72071838,204.8389851,82.19668399,10.90300791,1.02191E+12,20.45703124,3.770840738,743660682,1.003996764,2.964113251,0.511873265
East Asia & Pacific (excluding high income),2004,39.85629051,93.26381118,1323.540294,69.00122587,15.56555354,7.720747794,1.88643587,4.629503281,0.829457655,22191000000,1121.869767,81.79183147,9.122918228,1425.370608,3105600000,15980915.52,1881561559,1060690000,23.24001108,8286810.696,6090553.99,92.0345993,211.6724579,81.35147694,9.778911699,1.19685E+12,21.27623314,3.683835204,771055916,1.105229771,3.10776981,0.525574821
East Asia & Pacific (excluding high income),2005,41.50027602,92.89206856,1467.359347,70.48968346,15.35449831,7.463530726,1.771133954,3.700705129,0.853372427,25579000000,1212.722743,82.99371948,9.977825845,1637.759748,6406720000,15983621.89,1896788261,6229120000,20.76852636,9101066.834,6834676.03,92.39704895,211.1114538,81.65391931,10.35605605,1.41582E+12,22.38294639,3.602507863,798833266,1.177221266,4.167185917,0.684333306
East Asia & Pacific (excluding high income),2006,43.4224766,94.0589258,1654.094112,72.25631108,14.9328347,7.107827467,1.61748118,2.837810461,0.880659118,29860000000,1296.869475,83.91060117,11.07950984,1956.520019,4531780000,15986704.49,1911721676,3678280000,19.76748436,9828272.787,7477420.9,92.74712372,206.4503849,82.20194901,11.43537891,1.72338E+12,23.44490797,3.445872646,826360043,1.247795661,4.090113306,0.985344246
East Asia & Pacific (excluding high income),2007,45.72570906,94.05139098,1863.209494,73.50708706,14.58063567,6.882506235,1.618533636,2.135641195,0.908520208,34875000000,1377.330136,84.54844309,12.48847315,2454.110648,5742630000,15986516.89,1926306467,2729330000,18.42471426,10493652.38,8074794.43,93.89996338,198.3068707,82.52523449,12.75939759,2.15332E+12,24.60509532,3.32351597,853824251,1.245061083,4.099312765,0.867950334
East Asia & Pacific (excluding high income),2008,47.9889044,94.68141042,1952.144564,71.50193055,16.44299823,6.895573647,1.690361265,1.82594804,1.276112279,51633000000,1412.330235,84.39751332,8.619582925,3080.444256,8811870000,15986546.89,1940768141,6991870000,17.81656992,10781891.19,8311664.1,94.13134003,189.2814828,80.22345224,8.423854509,2.73809E+12,24.84115516,3.25908944,881651147,1.344388489,3.54425771,1.391402634
East Asia & Pacific (excluding high income),2009,50.67559713,94.44342594,2079.861513,71.23856454,16.13401527,7.571408929,1.619490723,1.404232895,1.665119287,72110000000,1487.678278,84.68017523,7.984816292,3316.541049,8133080000,15986507.13,1955042105,4641600000,17.00492534,11363503.24,8816028.69,94.44586945,187.2889981,80.21420636,8.398473675,2.90906E+12,25.21356044,3.182983779,909713960,1.400170276,2.408430859,0.955052752
East Asia & Pacific (excluding high income),2010,53.24405384,95.06581883,2327.984348,70.61955758,16.33148011,7.682518219,1.518198136,1.357500932,1.937202738,94270000000,1618.754852,85.5202536,9.923166965,4006.200578,11676631000,15986826.42,1969186913,11547181000,15.71079401,12285770.24,9654293.1,94.53077698,187.5768608,79.65957673,11.30413876,3.53632E+12,25.86108633,3.112854616,938032033,1.684839444,3.787752736,1.140115856
East Asia & Pacific (excluding high income),2011,56.05776224,95.5959693,2573.732231,72.91158619,14.58242832,6.661385344,1.598686568,1.347969561,2.330731349,1.2589E+11,1698.744238,86.12799823,8.651121666,4860.739218,8235670000,15986805.95,1984267781,8235670000,14.75242284,13234374.63,10515988.7,94.37229156,183.6476415,80.92094109,9.431474607,4.33603E+12,26.45862644,2.965282637,965847334,1.614790816,3.499548577,0.902755251
East Asia & Pacific (excluding high income),2012,58.82574885,95.8432182,2708.883911,70.22232315,17.06090619,6.717186906,1.698603398,0.970321566,2.77159739,1.58917E+11,1749.982767,85.69478095,7.575916354,5375.84283,16909370000,15986838.95,2001264155,16845750000,14.74896614,13567707.94,10809799.3,94.58950043,177.6230296,77.90983162,8.032944131,4.74561E+12,27.1130191,2.958942163,994426198,1.880732543,2.833861098,1.021809974
East Asia & Pacific (excluding high income),2013,61.44423497,96.10181596,2919.775409,70.18523894,16.5316539,6.530831096,1.793876697,0.806459382,3.58617831,2.23128E+11,1794.95448,85.68097946,7.29639352,5882.142195,10001990000,15986320.38,2018068461,9993320000,14.5929051,14071353.11,11252643.83,94.68592834,171.8064526,77.52252942,7.370246182,5.10954E+12,27.01839387,2.886635334,1023131656,1.708819238,3.05048213,0.977762591
East Asia & Pacific (excluding high income),2014,64.19294836,96.28730702,3033.604944,67.8098105,18.13579292,6.670198815,2.040674329,0.743993604,4.032186355,2.61883E+11,1866.715607,85.49959455,6.984936284,6291.283382,11224420000,15986683.92,2034264880,11224420000,14.86002413,14241564.92,11372410.3,95.0980072,166.2928733,75.22400292,6.748585654,5.39638E+12,27.03481483,2.802776733,1051807752,1.941673422,2.578375612,1.279432265
East Asia & Pacific (excluding high income),2015,66.78409783,96.63637931,4034.9534078000006,66.06102629,18.38755544,7.116109114,10.633244387600001,0.597066433,4.759442169,3.19166E+11,573.5857100599999,0,6.689088104,6501.712686,12860915000,15986698.4,2049757846,12615915000,14.50059142,14149746.09,11254077.3,95.30786896,72.85194887,73.77420184,5.748610699,5.34995E+12,26.67362662,2.71181173,1080330798,1.90801384,2.298850631,1.545915913
East Asia & Pacific (excluding high income),2016,69.36123286,96.72489804,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.586304074,6591.136406,14717371000,15986401.4,2065173002,14717371000,14.93495566,14174452.47,11291996,95.46404266,166.49814221999998,51.892806384000004,5.854117375,5.30839E+12,26.50478948,2.655894662,1109023246,1.903154161,1.619601,1.70761903
East Asia & Pacific (excluding high income),2017,71.73541406,97.45668246,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.705338384,7149.121268,20020140000,15986337.4,2080919319,20020140000,15.19376821,14538938.08,11608128.4,95.64930725,166.49814221999998,51.892806384000004,5.692324659,5.8423E+12,26.08248082,2.615610458,1138030974,1.902851184,1.613550314,1.106706115
East Asia & Pacific (excluding high income),2018,74.02084029,97.41750479,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.525437059,7944.471368,9646910000,15986313,2094524854,9646910000,15.32400776,15202069.17,12214599.4,95.70745087,166.49814221999998,51.892806384000004,5.653547761,6.52455E+12,25.83321739,2.42649204,1165645205,1.912163689,1.871683183,1.069696036
East Asia & Pacific (excluding high income),2019,75.93119068,97.64600191,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,5.782893628,8169.008923,5582130000,15986316,2106391925,5582130000,15.72372516,15546666.11,12535996.7,96.11556244,166.49814221999998,51.892806384000004,4.738241359,6.57029E+12,25.79247046,2.257266438,1191956923,2.02707766,1.51926064,0.952403189
East Asia & Pacific (excluding high income),2020,77.89540071,97.56247985,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.299907571,8262.89755,3939500000,15986534.8,2116378687,3939500000,16.1024238,15711169.06,12660698.2,96.268013,166.49814221999998,51.892806384000004,1.52337991,6.55099E+12,26.0171621,2.085095738,1216810366,2.246036225,1.733390337,1.072433151
East Asia & Pacific (IDA & IBRD countries),2000,34.94099266,91.19062483,876.2124393,67.16993134,15.85418599,8.901635338,0.984007917,5.536360011,1.186841597,20187000000,842.4049278,76.50319148,7.635911394,965.6612968,3476300000,15854637.74,1793649873,2312300000,32.07400058,6069576.783,4069783.52,90.41877747,206.5036865,81.60792669,8.603914776,7.57548E+11,20.99035637,3.65378531,650945325,0.728595041,2.776674458,0.346918797
East Asia & Pacific (IDA & IBRD countries),2001,36.12889853,91.68997801,942.1070365,66.0390416,17.83106386,8.78376677,0.945268256,4.934958177,1.098863528,20311000000,864.6178232,76.97204609,6.984843601,1018.83934,4439230000,15854661.94,1810599718,3178030000,30.82784054,6297770.947,4292467.21,90.86849213,201.0191503,79.75776655,6.95184937,8.07705E+11,21.02493609,3.845919471,675980158,0.797672538,2.837359227,0.589996999
East Asia & Pacific (IDA & IBRD countries),2002,37.42807422,92.19076119,1033.268163,67.45737576,16.52000711,8.634259881,1.227908696,4.784382259,1.009028486,20648000000,911.990595,78.07126294,8.059859433,1117.391053,3461330000,15854121.17,1826844868,3126170000,29.60459782,6628441.915,4593644.44,91.24632263,198.804587,80.8760179,8.634782581,8.89538E+11,20.40169936,3.932987927,702566376,0.909482875,3.105020407,0.425138154
East Asia & Pacific (IDA & IBRD countries),2003,38.83869875,92.43662781,1172.832051,69.78325496,14.33360825,8.47632583,1.859431584,4.282286984,0.898054574,20933000000,1010.524231,80.02687867,8.942118149,1252.888452,9760150000,15860887.76,1842469495,7455890000,26.87340018,7360614.155,5271895.5,91.61720276,204.8389851,82.54186778,10.90300791,1.02047E+12,20.52966346,3.831572065,729485713,1.003996764,2.964113251,0.511873265
East Asia & Pacific (IDA & IBRD countries),2004,40.33307467,93.26384298,1330.703166,69.25529368,15.22382831,7.784924624,1.902116407,4.630446845,0.836352319,22191000000,1125.321704,81.71376203,9.122918228,1441.935746,3105600000,15860525.52,1857622964,1060690000,23.43038412,8195155.726,6016294.29,91.93575287,211.6724579,81.67066515,9.778911699,1.19516E+12,21.36015837,3.739149447,756762274,1.105229771,3.10776981,0.525574821
East Asia & Pacific (IDA & IBRD countries),2005,41.99222292,92.89210206,1476.014187,70.73396442,15.03171633,7.521237393,1.784828041,3.701245461,0.859970548,25579000000,1216.965286,82.92942352,9.977678879,1656.756342,6406720000,15863231.89,1872697597,6229120000,20.91683598,9005791.403,6757060.33,92.3031311,211.1114538,81.95644727,10.35605605,1.41382E+12,22.48116654,3.656064652,784429992,1.177221266,4.167185917,0.684333306
East Asia & Pacific (IDA & IBRD countries),2006,43.93282828,94.05895266,1665.420621,72.46697323,14.65798482,7.155349717,1.628295503,2.837811799,0.88654712,29860000000,1302.140193,83.85605812,11.07937447,1979.156426,4531780000,15866314.49,1887496209,3678280000,19.89973978,9730700.575,7398527.9,92.65794373,206.4503849,82.46013475,11.43537891,1.72095E+12,23.55985113,3.496424446,811856994,1.247795661,4.090113306,0.985344246
East Asia & Pacific (IDA & IBRD countries),2007,46.25778034,94.05142201,1877.665408,73.72713346,14.315247,6.921459819,1.627694206,2.12776546,0.913662248,34875000000,1385.399048,84.52437505,12.48836235,2482.420448,5742630000,15866126.89,1901960228,2729330000,18.49893017,10408931.52,8009202.13,93.8250885,198.3068707,82.77635874,12.75939759,2.15028E+12,24.73787361,3.371637641,839229870,1.245061083,4.099312765,0.867950334
East Asia & Pacific (IDA & IBRD countries),2008,48.5419315,94.68143387,1967.004547,71.70823469,16.18849821,6.935498807,1.700148405,1.817081149,1.28350093,51633000000,1419.903638,84.36508025,8.6198483,3115.865062,8811870000,15866156.89,1916309337,6991870000,17.89678938,10689072.68,8238874.9,94.05930328,189.2814828,80.46081465,8.423854509,2.73423E+12,24.97762468,3.305447648,866970174,1.344388489,3.54425771,1.391402634
East Asia & Pacific (IDA & IBRD countries),2009,51.25619211,95.31497015,2097.284263,71.4027678,15.92334762,7.60866759,1.627460186,1.397312894,1.673313286,72110000000,1496.379829,84.79810468,7.984715867,3354.559483,8133080000,15866117.13,1930470829,4641600000,17.04171771,11287388.14,8760812.19,94.37766266,187.2889981,80.40874828,8.398473675,2.90496E+12,25.35825214,3.224699169,894927354,1.400170276,2.408430859,0.955052752
East Asia & Pacific (IDA & IBRD countries),2010,53.84789316,95.90076328,2348.340485,70.77772911,16.12818752,7.71700265,1.525012855,1.351828531,1.945898238,94270000000,1629.680202,85.63468126,9.923095211,4051.972948,11676631000,15866436.42,1944510719,11547181000,15.72611333,12212237.22,9602646,94.46362305,187.5768608,79.84656029,11.30413876,3.53134E+12,26.01725322,3.152210163,923137345,1.684839444,3.787752736,1.140115856
East Asia & Pacific (IDA & IBRD countries),2011,56.6885965,96.40752042,2598.245608,73.07251364,14.3894567,6.685271845,1.604419163,1.341357594,2.339088923,1.2589E+11,1713.216648,86.22295973,8.651128263,4916.048558,8235670000,15866415.95,1959494275,8235670000,14.73621019,13175006.84,10478929.9,94.3031311,183.6476415,81.09914308,9.431474607,4.32992E+12,26.62385251,3.001931744,950849298,1.614790816,3.499548577,0.902755251
East Asia & Pacific (IDA & IBRD countries),2012,59.4811038,96.62743993,2735.040522,70.36888592,16.88231191,6.739884163,1.704342949,0.963940561,2.780962569,1.58917E+11,1764.943259,85.78078331,7.576050115,5436.729682,16909370000,15866448.95,1976386829,16845750000,14.73480105,13506905.82,10771358,94.52301788,177.6230296,78.07271064,8.032944131,4.73893E+12,27.28853534,2.994271549,979320308,1.880732543,2.833861098,1.021809974
East Asia & Pacific (IDA & IBRD countries),2013,62.12239054,96.85952201,2948.927674,70.33121219,16.35662557,6.550204044,1.799198023,0.799631028,3.59681629,2.23128E+11,1812.187025,85.75901448,7.296374617,5948.470989,10001990000,15865930.38,1993077336,9993320000,14.56043989,14021324.68,11225062.03,94.6206665,171.8064526,77.68104726,7.370246182,5.10234E+12,27.19455006,2.919518136,1007911742,1.708819238,3.05048213,0.977762591
East Asia & Pacific (IDA & IBRD countries),2014,64.89713468,97.01839807,3064.325218,67.93129704,17.98541635,6.688712987,2.046338537,0.736995607,4.043378314,2.61883E+11,1885.140608,85.57760364,6.984991402,6361.982211,11224420000,15866293.92,2009149689,11224420000,14.83677303,14187886.72,11341237.6,95.03782654,166.2928733,75.35700563,6.748585654,5.38877E+12,27.21273252,2.833123657,1036467128,1.941673422,2.578375612,1.279432265
East Asia & Pacific (IDA & IBRD countries),2015,67.51019234,97.34359696,4034.9534078000006,66.15346174,18.27601717,7.130772891,10.633244387600001,0.586148238,4.769249691,3.19166E+11,573.5857100599999,0,6.688999059,6574.573472,12860915000,15866308.4,2024511016,12615915000,14.47450047,14102346.26,11229030.3,95.2502594,72.85194887,73.87038287,5.748610699,5.34241E+12,26.8494101,2.739836145,1064864629,1.90801384,2.298850631,1.545915913
East Asia & Pacific (IDA & IBRD countries),2016,70.11023992,97.40520711,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.586313087,6664.813409,14717371000,15866011.4,2039794828,14717371000,14.90727949,14123534.58,11263921,95.40838623,166.49814221999998,51.892806384000004,5.854117375,5.30091E+12,26.6781808,2.682294559,1093427435,1.903154161,1.619601,1.70761903
East Asia & Pacific (IDA & IBRD countries),2017,72.50321166,98.11801179,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.705253192,7228.801102,20020140000,15865947.4,2055414680,20020140000,15.21418336,14461095.6,11553898.4,95.59593964,166.49814221999998,51.892806384000004,5.692324659,5.83407E+12,26.2548802,2.640985956,1122304700,1.902851184,1.613550314,1.106706115
East Asia & Pacific (IDA & IBRD countries),2018,74.80939046,98.05099294,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,6.525444959,8032.844513,9646910000,15865923,2068898629,9646910000,15.33637535,15127936.06,12164532.1,95.65483093,166.49814221999998,51.892806384000004,5.653547761,6.51535E+12,26.00663759,2.448770909,1149787371,1.912163689,1.871683183,1.069696036
East Asia & Pacific (IDA & IBRD countries),2019,76.73384803,98.25548803,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,5.782907819,8259.763256,5582130000,15865926,2080648616,5582130000,15.75063675,15467418.87,12480501.7,96.06794739,166.49814221999998,51.892806384000004,4.738241359,6.56104E+12,25.96644119,2.276838193,1175966169,2.02707766,1.51926064,0.952403189
East Asia & Pacific (IDA & IBRD countries),2020,78.71337419,98.14457911,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.299924814,8354.652938,3939500000,15866144.8,2090523535,3939500000,16.12216101,15635136.48,12608302.4,96.22232819,166.49814221999998,51.892806384000004,1.52337991,6.54176E+12,26.19254861,2.102112089,1200686296,2.246036225,1.733390337,1.072433151
Euro area,2000,100,99.99347162,6235.865112,27.31094844,11.70639012,14.34574202,35.85755309,7.370175619,2.19109072,45903000000,3697.018802,76.83885377,3.86516269,20215.55369,8900000,2679346.46,321324622,10694504000,7.547564243,3245992.87,2632598.97,72.98041534400002,93.41960627,49.02686608,4.593578087,1.63479E+12,29.99600103,0.588520975,234381189,1.809226666,8.572555006,8.449901458
Euro area,2001,100,99.9931077,6377.200471,26.2218057,12.48575444,14.97673828,35.58923537,6.869681679,2.41597163,51790000000,3781.072372,76.77614419,2.195762233,20450.57671,8900000,2678816.46,322562386,14577097400,7.744668401,3284335.231,2679463,72.98041534,93.80754775,48.06822566,1.383779244,1.64196E+12,29.74116531,0.667463121,235945597,1.797831718,4.872328796,5.7927448
